,Country/Region,Days_since_start,iso_alpha,Confirmed,Deaths,Recovered,Suspected,Population,Rate,Death Rate
4336,Namibia,63,NAM,7,0,2,0.0,2540.916,79,0
4337,Nepal,63,NPL,2,0,1,0.0,29136.808,42,0
4338,Netherlands,63,NLD,5560,276,2,0.0,17134.873,126,96
4339,New Caledonia,63,NCL,10,0,0,0.0,285.491,104,0
4340,New Zealand,63,NZL,205,0,22,0.0,4822.233,106,0
4341,Nicaragua,63,NIC,2,0,0,0.0,6624.554,57,0
4342,Niger,63,NER,3,0,0,0.0,24206.636,48,0
4343,Nigeria,63,NGA,44,1,2,0.0,206139.587,53,15
4344,North Macedonia,63,MKD,148,2,1,0.0,2083.38,111,68
4345,Norway,63,NOR,2866,12,6,0.0,5421.242,131,77
4346,Oman,63,OMN,84,0,17,0.0,5106.622,97,0
4347,Pakistan,63,PAK,972,7,18,0.0,220892.331,83,34
4348,Palestine,63,PSE,60,0,16,0.0,5101.416,93,0
4349,Panama,63,PAN,443,6,1,0.0,4314.768,115,72
4350,Papua New Guinea,63,PNG,1,0,0,0.0,8947.027,47,0
4351,Paraguay,63,PRY,37,3,0,0.0,7132.53,85,60
4352,Peru,63,PER,416,7,1,0.0,32971.846,94,53
4353,Philippines,63,PHL,552,35,20,0.0,109581.085,85,57
4354,Poland,63,POL,901,10,1,0.0,37846.605,100,55
4355,Portugal,63,PRT,2362,33,22,0.0,10196.707,123,80
4356,Puerto Rico,63,PRI,39,2,1,0.0,2860.84,95,65
4357,Qatar,63,QAT,526,0,41,0.0,2881.06,121,0
4358,Reunion,63,REU,94,0,1,0.0,895.308,115,0
4359,Romania,63,ROU,794,12,79,0.0,19237.682,106,64
4360,Russia,63,RUS,495,1,22,0.0,145934.46,81,19
4361,Rwanda,63,RWA,40,0,0,0.0,12952.209,80,0
4362,Saint Lucia,63,LCA,3,0,0,0.0,183.629,97,0
4363,Saint Martin,63,MAF,8,0,0,0.0,,0,0
4364,San Marino,63,SMR,187,21,4,0.0,33.938,155,133
4365,Saudi Arabia,63,SAU,767,1,28,0.0,34813.867,100,33
4366,Senegal,63,SEN,86,0,8,0.0,16743.93,85,0
4367,Serbia,63,SRB,303,3,15,0.0,8737.37,104,58
4368,Seychelles,63,SYC,7,0,0,0.0,98.34,111,0
4369,Singapore,63,SGP,558,2,156,0.0,5850.343,114,58
4370,Sint Maarten,63,SXM,2,0,0,0.0,,0,0
4371,Slovakia,63,SVK,204,0,7,0.0,5459.643,105,0
4372,Slovenia,63,SVN,480,4,3,0.0,2078.932,123,75
4373,Somalia,63,SOM,1,0,0,0.0,15893.219,41,0
4374,South Africa,63,ZAF,554,0,4,0.0,59308.69,91,0
4375,South Korea,63,KOR,9137,126,3730,0.0,51269.183,120,78
4376,Spain,63,ESP,42058,2991,3794,0.0,46754.783,137,110
4377,Sri Lanka,63,LKA,102,0,2,0.0,21413.25,84,0
4378,St. Barth,63,BLM,3,0,0,0.0,,0,0
4379,St. Vincent Grenadines,63,VCT,1,0,0,0.0,110.947,91,0
4380,Sudan,63,SDN,3,1,0,0.0,43849.269,42,31
4381,Suriname,63,SUR,7,0,0,0.0,586.634,93,0
4382,Sweden,63,SWE,2299,40,16,0.0,10099.27,123,82
4383,Switzerland,63,CHE,9877,122,131,0.0,8654.618,139,95
4384,Syria,63,SYR,1,0,0,0.0,17500.657,40,0
4385,Taiwan,63,TWN,216,2,29,0.0,23816.775,91,44
4386,Tanzania,63,TZA,12,0,0,0.0,59734.213,53,0
4387,Thailand,63,THA,827,4,52,0.0,69799.978,93,40
4388,Timor-Leste,63,TLS,1,0,0,0.0,1318.442,66,0
4389,Togo,63,TGO,20,0,1,0.0,8278.737,77,0
4390,Trinidad and Tobago,63,TTO,57,0,0,0.0,1399.491,106,0
4391,Tunisia,63,TUN,114,4,1,0.0,11818.618,91,58
4392,Turkey,63,TUR,1872,44,0,0.0,84339.067,100,62
4393,Turks and Caicos,63,TCA,1,0,0,0.0,38.718,101,0
4394,U.S. Virgin Islands,63,VIR,17,0,0,0.0,104.423,120,0
4395,UK,63,GBR,8077,422,135,0.0,67886.004,116,87
4396,US,63,USA,55020,793,17,0.0,331002.647,120,77
4397,Uganda,63,UGA,9,0,0,0.0,45741,52,0
4398,Ukraine,63,UKR,102,3,1,0.0,43733.759,77,42
4399,United Arab Emirates,63,ARE,248,2,45,0.0,9890.4,101,53
4400,Uruguay,63,URY,189,0,0,0.0,3473.727,109,0
4401,Us,63,USA,0,0,353,0.0,331002.647,0,0
4402,Uzbekistan,63,UZB,50,0,0,0.0,33469.199,73,0
4403,Vatican City,63,VAT,4,0,0,0.0,0.809,154,0
4404,Venezuela,63,VEN,91,0,15,0.0,28435.943,80,0
4405,Vietnam,63,VNM,134,0,17,0.0,97338.583,72,0
4406,Zambia,63,ZMB,3,0,0,0.0,18383.956,50,0
4407,Zimbabwe,63,ZWE,3,1,0,0.0,14862.927,53,42
4408,Afghanistan,64,AFG,84,2,2,0.0,38928.341,76,39
4409,Albania,64,ALB,146,5,17,0.0,2877.8,108,74
4410,Algeria,64,DZA,302,21,65,0.0,43851.043,88,61
4411,Andorra,64,AND,188,1,1,0.0,77.265,147,94
4412,Angola,64,AGO,3,0,0,0.0,32866.268,45,0
4413,Antigua and Barbuda,64,ATG,3,0,0,0.0,97.928,103,0
4414,Argentina,64,ARG,502,8,52,0.0,45195.777,93,51
4415,Armenia,64,ARM,265,0,16,0.0,2963.234,114,0
4416,Artania Cruise,64,,7,0,0,0.0,26.221,124,0
4417,Artania Cruise,64,,7,0,0,0.0,164.1,106,0
4418,Artania Cruise,64,,7,0,0,0.0,9.885,134,0
4419,Artania Cruise,64,,7,0,0,0.0,38.659,121,0
4420,Artania Cruise,64,,7,0,0,0.0,42.882,120,0
4421,Artania Cruise,64,,7,0,0,0.0,173.859,106,0
4422,Artania Cruise,64,,7,0,0,0.0,85.032,113,0
4423,Aruba,64,ABW,19,0,1,0.0,106.766,120,0
4424,Australia,64,AUS,2736,12,157,0.0,25499.881,115,61
4425,Austria,64,AUT,5588,30,9,0.0,9006.4,133,81
4426,Azerbaijan,64,AZE,93,2,10,0.0,10139.175,91,52
4427,Bahamas,64,BHS,5,0,1,0.0,393.248,94,0
4428,Bahrain,64,BHR,419,4,177,0.0,1701.583,124,77
4429,Bangladesh,64,BGD,39,5,7,0.0,164689.383,54,34
4430,Barbados,64,BRB,18,0,0,0.0,287.371,110,0
4431,Belarus,64,BLR,86,0,29,0.0,9449.321,91,0
4432,Belgium,64,BEL,4937,178,547,0.0,11589.616,129,96
4433,Belize,64,BLZ,2,0,0,0.0,397.621,85,0
4434,Benin,64,BEN,6,0,0,0.0,12123.198,62,0
4435,Bermuda,64,BMU,7,0,0,0.0,62.273,116,0
4436,Bhutan,64,BTN,2,0,0,0.0,771.612,78,0
4437,Bolivia,64,BOL,38,0,0,0.0,11673.029,80,0
4438,Bosnia and Herzegovina,64,BIH,176,3,2,0.0,3280.815,108,68
4439,Brazil,64,BRA,2554,59,2,0.0,212559.409,93,56
4440,British Virgin Islands,64,VGB,2,0,0,0.0,30.237,110,0
4441,Brunei,64,BRN,109,0,2,0.0,437.483,124,0
4442,Bulgaria,64,BGR,242,3,4,0.0,6948.445,104,60
4443,Burkina Faso,64,BFA,146,4,10,0.0,20903.278,88,52
4444,CAR,64,CAF,3,0,0,0.0,4829.764,64,0
4445,Cabo Verde,64,CPV,4,1,0,0.0,555.988,88,74
4446,Cambodia,64,KHM,96,0,10,0.0,16718.971,86,0
4447,Cameroon,64,CMR,75,1,2,0.0,26545.864,79,36
4448,Canada,64,CAN,3391,34,110,0.0,37742.157,114,68
4449,Cayman Islands,64,CYM,8,1,0,0.0,65.72,117,96
4450,Chad,64,TCD,3,0,0,0.0,16425.859,52,0
4451,Channel Islands,64,GGY,46,0,0,0.0,,0,0
4452,Chile,64,CHL,1142,3,22,0.0,19116.209,109,50
4453,China,64,CHN,81255,3287,74048,0.0,1439323.774,109,77
4454,Colombia,64,COL,470,4,8,0.0,50882.884,91,43
4455,Congo,64,COG,4,0,0,0.0,5518.092,65,0
4456,Costa Rica,64,CRI,201,2,2,0.0,5094.114,105,59
4457,Croatia,64,HRV,442,1,22,0.0,4105.268,115,54
4458,Cuba,64,CUB,57,1,1,0.0,11326.616,85,44
4459,Curacao,64,CUW,6,1,2,0.0,,0,0
4460,Cyprus,64,CYP,132,3,3,0.0,1207.361,116,78
4461,Czechia,64,CZE,1654,6,10,0.0,10708.982,119,63
4462,DRC,64,COD,48,2,0,0.0,89561.404,62,31
4463,Denmark,64,DNK,1724,34,1,0.0,5792.203,126,86
4464,Djibouti,64,DJI,11,0,0,0.0,988.002,93,0
4465,Dominica,64,DMA,11,0,0,0.0,71.991,119,0
4466,Dominican Republic,64,DOM,392,10,3,0.0,10847.904,104,68
4467,Ecuador,64,ECU,1211,29,3,0.0,17643.06,111,74
4468,Egypt,64,EGY,456,21,95,0.0,102334.403,84,53
4469,El Salvador,64,SLV,13,0,0,0.0,6486.201,76,0
4470,Equatorial Guinea,64,GNQ,9,0,0,0.0,1402.985,87,0
4471,Eritrea,64,ERI,4,0,0,0.0,3546.427,70,0
4472,Estonia,64,EST,404,1,8,0.0,1326.539,126,66
4473,Eswatini,64,SWZ,4,0,0,0.0,1160.164,81,0
4474,Ethiopia,64,ETH,12,0,0,0.0,114963.583,46,0
4475,Faeroe Islands,64,FRO,132,0,38,0.0,48.865,148,0
4476,Fiji,64,FJI,5,0,0,0.0,896.444,86,0
4477,Finland,64,FIN,880,3,10,0.0,5540.718,119,62
4478,France,64,FRA,25233,1331,3900,0.0,65273.512,128,99
4479,French Guiana,64,GUF,28,0,6,0.0,298.682,114,0
4480,French Polynesia,64,PYF,25,0,0,0.0,280.904,113,0
4481,Gabon,64,GAB,6,1,0,0.0,2225.728,78,61
4482,Gambia,64,GMB,3,1,0,0.0,2416.664,71,60
4483,Georgia,64,GEO,75,0,10,0.0,3989.175,98,0
4484,Germany,64,DEU,37323,206,3547,0.0,83783.945,130,78
4485,Ghana,64,GHA,93,4,0,0.0,31072.945,80,48
4486,Gibraltar,64,GIB,26,0,5,0.0,33.691,135,0
4487,Greece,64,GRC,821,22,36,0.0,10423.056,112,76
4488,Greenland,64,GRL,6,0,2,0.0,56.772,115,0
4489,Grenada,64,GRD,1,0,0,0.0,112.519,90,0
4490,Guadeloupe,64,GLP,73,1,0,0.0,400.127,121,78
4491,Guatemala,64,GTM,24,1,4,0.0,17915.567,72,40
4492,Guinea,64,GIN,4,0,0,0.0,13132.792,57,0
4493,Guinea-Bissau,64,GNB,2,0,0,0.0,1967.998,69,0
4494,Guyana,64,GUY,5,1,0,0.0,786.559,87,71
4495,Haiti,64,HTI,8,0,0,0.0,11402.533,65,0
4496,Honduras,64,HND,52,0,0,0.0,9904.608,85,0
4497,Hong Kong,64,HKG,410,4,102,0.0,7496.988,109,62
4498,Hungary,64,HUN,226,10,21,0.0,9660.35,100,69
4499,Iceland,64,ISL,737,2,56,0.0,341.25,145,86
4500,India,64,IND,657,12,43,0.0,1380004.385,61,21
4501,Indonesia,64,IDN,790,58,31,0.0,273523.621,79,53
4502,Iran,64,IRN,27017,2077,9625,0.0,83992.953,126,101
4503,Iraq,64,IRQ,346,29,103,0.0,40222.503,90,65
4504,Ireland,64,IRL,1564,9,5,0.0,4937.796,126,75
4505,Isle of Man,64,IMN,23,0,0,0.0,,0,0
4506,Israel,64,ISR,2369,5,58,0.0,8655.541,125,63
4507,Italy,64,ITA,74386,7503,9362,0.0,60461.828,140,117
4508,Ivory Coast,64,CIV,80,0,3,0.0,26378.275,80,0
4509,Jamaica,64,JAM,26,1,2,0.0,2961.161,90,58
4510,Japan,64,JPN,2019,55,897,0.0,126476.458,96,60
4511,Jordan,64,JOR,172,0,1,0.0,10203.14,97,0
4512,Kazakhstan,64,KAZ,81,0,0,0.0,18776.707,83,0
4513,Kenya,64,KEN,28,0,1,0.0,53771.3,62,0
4514,Kuwait,64,KWT,195,0,43,0.0,4270.563,107,0
4515,Kyrgyzstan,64,KGZ,44,0,0,0.0,6524.191,88,0
4516,Laos,64,LAO,3,0,0,0.0,7275.556,60,0
4517,Latvia,64,LVA,221,0,1,0.0,1886.202,116,0
4518,Lebanon,64,LBN,333,6,20,0.0,6825.442,107,67
4519,Liberia,64,LBR,3,0,0,0.0,5057.677,63,0
4520,Libya,64,LBY,1,0,0,0.0,6871.287,49,0
4521,Liechtenstein,64,LIE,51,0,0,0.0,38.137,141,0
4522,Lithuania,64,LTU,274,4,1,0.0,2722.291,115,72
4523,Luxembourg,64,LUX,1333,8,6,0.0,625.976,145,94
4524,Macau,64,MAC,30,0,10,0.0,649.342,107,0
4525,Madagascar,64,MDG,19,0,0,0.0,27691.019,65,0
4526,Malaysia,64,MYS,1796,20,199,0.0,32365.998,109,64
4527,Maldives,64,MDV,13,0,8,0.0,540.542,100,0
4528,Mali,64,MLI,2,0,0,0.0,20250.834,45,0
4529,Malta,64,MLT,129,0,2,0.0,441.539,125,0
4530,Martinique,64,MTQ,66,1,0,0.0,375.265,120,78
4531,Mauritania,64,MRT,2,0,0,0.0,4649.66,60,0
4532,Mauritius,64,MUS,48,2,0,0.0,1271.767,105,73
4533,Mayotte,64,MYT,36,0,0,0.0,272.813,117,0
4534,Mexico,64,MEX,405,5,4,0.0,128932.753,80,36
4535,Moldova,64,MDA,149,1,2,0.0,4033.963,105,55
4536,Monaco,64,MCO,31,0,1,0.0,39.244,135,0
4537,Mongolia,64,MNG,10,0,0,0.0,3278.292,80,0
4538,Montenegro,64,MNE,53,1,0,0.0,628.062,113,73
4539,Montserrat,64,MSR,1,0,0,0.0,4.999,122,0
4540,Morocco,64,MAR,225,6,7,0.0,36910.558,87,50
4541,Mozambique,64,MOZ,5,0,0,0.0,31255.435,50,0
4542,Myanmar,64,MMR,3,0,0,0.0,54409.794,40,0
4543,Namibia,64,NAM,7,0,2,0.0,2540.916,79,0
4544,Nepal,64,NPL,3,0,1,0.0,29136.808,46,0
4545,Netherlands,64,NLD,6412,356,3,0.0,17134.873,128,99
4546,New Caledonia,64,NCL,14,0,0,0.0,285.491,108,0
4547,New Zealand,64,NZL,283,0,27,0.0,4822.233,109,0
4548,Nicaragua,64,NIC,2,0,0,0.0,6624.554,57,0
4549,Niger,64,NER,7,1,0,0.0,24206.636,56,37
4550,Nigeria,64,NGA,51,1,2,0.0,206139.587,55,15
4551,North Macedonia,64,MKD,177,3,1,0.0,2083.38,113,72
4552,Norway,64,NOR,3084,14,6,0.0,5421.242,132,78
4553,Oman,64,OMN,99,0,17,0.0,5106.622,98,0
4554,Pakistan,64,PAK,1063,8,21,0.0,220892.331,84,35
4555,Palestine,64,PSE,71,1,16,0.0,5101.416,95,52
4556,Panama,64,PAN,558,8,2,0.0,4314.768,117,75
4557,Papua New Guinea,64,PNG,1,0,0,0.0,8947.027,47,0
4558,Paraguay,64,PRY,37,3,0,0.0,7132.53,85,60
4559,Peru,64,PER,480,9,1,0.0,32971.846,95,56
4560,Philippines,64,PHL,636,38,26,0.0,109581.085,86,58
4561,Poland,64,POL,1051,14,7,0.0,37846.605,102,59
4562,Portugal,64,PRT,2995,43,22,0.0,10196.707,125,83
4563,Qatar,64,QAT,537,0,41,0.0,2881.06,121,0
4564,Reunion,64,REU,111,0,1,0.0,895.308,117,0
4565,Romania,64,ROU,906,17,86,0.0,19237.682,107,67
4566,Russia,64,RUS,658,3,29,0.0,145934.46,84,30
4567,Rwanda,64,RWA,41,0,0,0.0,12952.209,80,0
4568,Saint Kitts and Nevis,64,KNA,2,0,0,0.0,53.192,105,0
4569,Saint Lucia,64,LCA,3,0,0,0.0,183.629,97,0
4570,Saint Martin,64,MAF,11,0,0,0.0,,0,0
4571,San Marino,64,SMR,208,21,4,0.0,33.938,156,133
4572,Saudi Arabia,64,SAU,900,2,29,0.0,34813.867,101,40
4573,Senegal,64,SEN,99,0,9,0.0,16743.93,86,0
4574,Serbia,64,SRB,384,4,15,0.0,8737.37,106,61
4575,Seychelles,64,SYC,7,0,0,0.0,98.34,111,0
4576,Singapore,64,SGP,631,2,160,0.0,5850.343,115,58
4577,Sint Maarten,64,SXM,3,0,0,0.0,,0,0
4578,Slovakia,64,SVK,216,0,7,0.0,5459.643,105,0
4579,Slovenia,64,SVN,528,5,10,0.0,2078.932,124,77
4580,Somalia,64,SOM,1,0,0,0.0,15893.219,41,0
4581,South Africa,64,ZAF,709,0,12,0.0,59308.69,93,0
4582,South Korea,64,KOR,9137,126,3730,0.0,51269.183,120,78
4583,Spain,64,ESP,49515,3647,5367,0.0,46754.783,138,112
4584,Sri Lanka,64,LKA,102,0,3,0.0,21413.25,84,0
4585,St. Barth,64,BLM,3,0,0,0.0,,0,0
4586,St. Vincent Grenadines,64,VCT,1,0,0,0.0,110.947,91,0
4587,Sudan,64,SDN,3,1,0,0.0,43849.269,42,31
4588,Suriname,64,SUR,8,0,0,0.0,586.634,95,0
4589,Sweden,64,SWE,2526,62,16,0.0,10099.27,124,87
4590,Switzerland,64,CHE,10897,153,131,0.0,8654.618,140,97
4591,Syria,64,SYR,5,0,0,0.0,17500.657,56,0
4592,Taiwan,64,TWN,235,2,29,0.0,23816.775,91,44
4593,Tanzania,64,TZA,13,0,0,0.0,59734.213,53,0
4594,Thailand,64,THA,934,4,70,0.0,69799.978,95,40
4595,Timor-Leste,64,TLS,1,0,0,0.0,1318.442,66,0
4596,Togo,64,TGO,23,0,1,0.0,8278.737,79,0
4597,Trinidad and Tobago,64,TTO,60,1,0,0.0,1399.491,106,65
4598,Tunisia,64,TUN,173,5,2,0.0,11818.618,95,60
4599,Turkey,64,TUR,2433,59,26,0.0,84339.067,102,65
4600,Turks and Caicos,64,TCA,1,0,0,0.0,38.718,101,0
4601,UK,64,GBR,9529,465,135,0.0,67886.004,118,88
4602,US,64,USA,68985,1045,371,0.0,331002.647,122,80
4603,Uganda,64,UGA,14,0,0,0.0,45741,57,0
4604,Ukraine,64,UKR,145,5,1,0.0,43733.759,81,47
4605,United Arab Emirates,64,ARE,333,2,52,0.0,9890.4,104,53
4606,Uruguay,64,URY,217,0,0,0.0,3473.727,110,0
4607,Uzbekistan,64,UZB,60,0,0,0.0,33469.199,74,0
4608,Vatican City,64,VAT,4,0,0,0.0,0.809,154,0
4609,Venezuela,64,VEN,106,0,15,0.0,28435.943,82,0
4610,Vietnam,64,VNM,148,0,17,0.0,97338.583,73,0
4611,Zambia,64,ZMB,12,0,0,0.0,18383.956,64,0
4612,Zimbabwe,64,ZWE,3,1,0,0.0,14862.927,53,42
4613,Afghanistan,65,AFG,94,4,2,0.0,38928.341,77,46
4614,Albania,65,ALB,174,6,17,0.0,2877.8,110,76
4615,Algeria,65,DZA,367,25,29,0.0,43851.043,90,63
4616,Andorra,65,AND,224,3,1,0.0,77.265,148,105
4617,Angola,65,AGO,4,0,0,0.0,32866.268,48,0
4618,Anguilla,65,AIA,2,0,0,0.0,15.002,118,0
4619,Antigua and Barbuda,65,ATG,7,0,0,0.0,97.928,111,0
4620,Argentina,65,ARG,589,12,72,0.0,45195.777,94,55
4621,Armenia,65,ARM,290,1,18,0.0,2963.234,114,58
4622,Artania Cruise,65,,7,0,0,0.0,26.221,124,0
4623,Artania Cruise,65,,7,0,0,0.0,164.1,106,0
4624,Artania Cruise,65,,7,0,0,0.0,9.885,134,0
4625,Artania Cruise,65,,7,0,0,0.0,38.659,121,0
4626,Artania Cruise,65,,7,0,0,0.0,42.882,120,0
4627,Artania Cruise,65,,7,0,0,0.0,173.859,106,0
4628,Artania Cruise,65,,7,0,0,0.0,85.032,113,0
4629,Aruba,65,ABW,28,0,1,0.0,106.766,124,0
4630,Australia,65,AUS,3121,12,195,0.0,25499.881,117,61
4631,Austria,65,AUT,6909,49,112,0.0,9006.4,135,86
4632,Azerbaijan,65,AZE,122,3,15,0.0,10139.175,93,56
4633,Bahamas,65,BHS,9,0,1,0.0,393.248,100,0
4634,Bahrain,65,BHR,458,4,204,0.0,1701.583,125,77
4635,Bangladesh,65,BGD,44,5,11,0.0,164689.383,55,34
4636,Barbados,65,BRB,24,0,0,0.0,287.371,113,0
4637,Belarus,65,BLR,86,0,29,0.0,9449.321,91,0
4638,Belgium,65,BEL,6235,220,675,0.0,11589.616,131,98
4639,Belize,65,BLZ,2,0,0,0.0,397.621,85,0
4640,Benin,65,BEN,6,0,0,0.0,12123.198,62,0
4641,Bermuda,65,BMU,15,0,2,0.0,62.273,123,0
4642,Bhutan,65,BTN,2,0,0,0.0,771.612,78,0
4643,Bolivia,65,BOL,61,0,0,0.0,11673.029,85,0
4644,Bosnia and Herzegovina,65,BIH,191,3,2,0.0,3280.815,109,68
4645,Brazil,65,BRA,2985,77,6,0.0,212559.409,95,58
4646,British Virgin Islands,65,VGB,2,0,0,0.0,30.237,110,0
4647,Brunei,65,BRN,114,0,5,0.0,437.483,124,0
4648,Bulgaria,65,BGR,264,3,8,0.0,6948.445,105,60
4649,Burkina Faso,65,BFA,152,7,10,0.0,20903.278,88,58
4650,CAR,65,CAF,3,0,0,0.0,4829.764,64,0
4651,Cabo Verde,65,CPV,5,1,0,0.0,555.988,91,74
4652,Cambodia,65,KHM,98,0,10,0.0,16718.971,86,0
4653,Cameroon,65,CMR,75,1,2,0.0,26545.864,79,36
4654,Canada,65,CAN,4033,37,228,0.0,37742.157,115,68
4655,Cayman Islands,65,CYM,8,1,0,0.0,65.72,117,96
4656,Chad,65,TCD,3,0,0,0.0,16425.859,52,0
4657,Channel Islands,65,GGY,66,1,0,0.0,,0,0
4658,Chile,65,CHL,1306,4,22,0.0,19116.209,111,53
4659,China,65,CHN,81255,3287,74048,0.0,1439323.774,109,77
4660,Colombia,65,COL,491,6,8,0.0,50882.884,91,47
4661,Congo,65,COG,4,0,0,0.0,5518.092,65,0
4662,Costa Rica,65,CRI,231,2,2,0.0,5094.114,107,59
4663,Croatia,65,HRV,495,3,22,0.0,4105.268,117,65
4664,Cuba,65,CUB,67,2,1,0.0,11326.616,86,51
4665,Curacao,65,CUW,7,1,2,0.0,,0,0
4666,Cyprus,65,CYP,146,3,4,0.0,1207.361,117,78
4667,Czechia,65,CZE,1925,9,10,0.0,10708.982,120,67
4668,DRC,65,COD,51,3,0,0.0,89561.404,63,35
4669,Denmark,65,DNK,1877,41,1,0.0,5792.203,126,88
4670,Djibouti,65,DJI,11,0,0,0.0,988.002,93,0
4671,Dominica,65,DMA,11,0,0,0.0,71.991,119,0
4672,Dominican Republic,65,DOM,488,10,3,0.0,10847.904,107,68
4673,Ecuador,65,ECU,1403,34,3,0.0,17643.06,112,75
4674,Egypt,65,EGY,495,24,102,0.0,102334.403,84,54
4675,El Salvador,65,SLV,13,0,0,0.0,6486.201,76,0
4676,Equatorial Guinea,65,GNQ,12,0,0,0.0,1402.985,90,0
4677,Eritrea,65,ERI,6,0,0,0.0,3546.427,74,0
4678,Estonia,65,EST,538,1,8,0.0,1326.539,129,66
4679,Eswatini,65,SWZ,6,0,0,0.0,1160.164,85,0
4680,Ethiopia,65,ETH,12,0,0,0.0,114963.583,46,0
4681,Faeroe Islands,65,FRO,140,0,47,0.0,48.865,148,0
4682,Fiji,65,FJI,5,0,0,0.0,896.444,86,0
4683,Finland,65,FIN,958,5,10,0.0,5540.718,120,68
4684,France,65,FRA,29155,1696,4948,0.0,65273.512,130,101
4685,French Guiana,65,GUF,28,0,6,0.0,298.682,114,0
4686,French Polynesia,65,PYF,30,0,0,0.0,280.904,115,0
4687,Gabon,65,GAB,7,1,0,0.0,2225.728,80,61
4688,Gambia,65,GMB,3,1,0,0.0,2416.664,71,60
4689,Georgia,65,GEO,79,0,11,0.0,3989.175,98,0
4690,Germany,65,DEU,43938,267,5673,0.0,83783.945,131,80
4691,Ghana,65,GHA,132,4,1,0.0,31072.945,83,48
4692,Gibraltar,65,GIB,35,0,13,0.0,33.691,138,0
4693,Greece,65,GRC,892,27,36,0.0,10423.056,113,78
4694,Greenland,65,GRL,6,0,2,0.0,56.772,115,0
4695,Grenada,65,GRD,7,0,0,0.0,112.519,110,0
4696,Guadeloupe,65,GLP,73,1,0,0.0,400.127,121,78
4697,Guatemala,65,GTM,25,1,4,0.0,17915.567,72,40
4698,Guinea,65,GIN,4,0,0,0.0,13132.792,57,0
4699,Guinea-Bissau,65,GNB,2,0,0,0.0,1967.998,69,0
4700,Guyana,65,GUY,5,1,0,0.0,786.559,87,71
4701,Haiti,65,HTI,8,0,0,0.0,11402.533,65,0
4702,Honduras,65,HND,67,1,0,0.0,9904.608,88,46
4703,Hong Kong,65,HKG,454,4,110,0.0,7496.988,110,62
4704,Hungary,65,HUN,261,10,28,0.0,9660.35,102,69
4705,Iceland,65,ISL,802,2,82,0.0,341.25,146,86
4706,India,65,IND,727,20,45,0.0,1380004.385,62,26
4707,Indonesia,65,IDN,893,78,35,0.0,273523.621,80,56
4708,Iran,65,IRN,29406,2234,10457,0.0,83992.953,127,101
4709,Iraq,65,IRQ,382,36,105,0.0,40222.503,91,67
4710,Ireland,65,IRL,1819,19,5,0.0,4937.796,128,82
4711,Isle of Man,65,IMN,25,0,0,0.0,,0,0
4712,Israel,65,ISR,2693,8,68,0.0,8655.541,126,68
4713,Italy,65,ITA,80589,8215,10361,0.0,60461.828,141,118
4714,Ivory Coast,65,CIV,96,0,3,0.0,26378.275,81,0
4715,Jamaica,65,JAM,26,1,2,0.0,2961.161,90,58
4716,Japan,65,JPN,2099,57,956,0.0,126476.458,97,61
4717,Jordan,65,JOR,212,0,1,0.0,10203.14,99,0
4718,Kazakhstan,65,KAZ,113,1,2,0.0,18776.707,87,39
4719,Kenya,65,KEN,31,1,1,0.0,53771.3,63,29
4720,Kuwait,65,KWT,208,0,49,0.0,4270.563,107,0
4721,Kyrgyzstan,65,KGZ,44,0,0,0.0,6524.191,88,0
4722,Laos,65,LAO,6,0,0,0.0,7275.556,67,0
4723,Latvia,65,LVA,244,0,1,0.0,1886.202,117,0
4724,Lebanon,65,LBN,368,6,23,0.0,6825.442,108,67
4725,Liberia,65,LBR,3,0,0,0.0,5057.677,63,0
4726,Libya,65,LBY,1,0,0,0.0,6871.287,49,0
4727,Liechtenstein,65,LIE,56,0,0,0.0,38.137,141,0
4728,Lithuania,65,LTU,299,4,1,0.0,2722.291,116,72
4729,Luxembourg,65,LUX,1453,9,6,0.0,625.976,146,95
4730,Macau,65,MAC,33,0,10,0.0,649.342,108,0
4731,Madagascar,65,MDG,23,0,0,0.0,27691.019,67,0
4732,Malaysia,65,MYS,2031,23,215,0.0,32365.998,110,65
4733,Maldives,65,MDV,13,0,8,0.0,540.542,100,0
4734,Mali,65,MLI,4,0,0,0.0,20250.834,52,0
4735,Malta,65,MLT,134,0,2,0.0,441.539,126,0
4736,Martinique,65,MTQ,81,1,0,0.0,375.265,122,78
4737,Mauritania,65,MRT,3,0,0,0.0,4649.66,64,0
4738,Mauritius,65,MUS,81,2,0,0.0,1271.767,110,73
4739,Mayotte,65,MYT,36,0,0,0.0,272.813,117,0
4740,Mexico,65,MEX,585,6,4,0.0,128932.753,84,38
4741,Moldova,65,MDA,177,1,2,0.0,4033.963,106,55
4742,Monaco,65,MCO,33,0,1,0.0,39.244,136,0
4743,Mongolia,65,MNG,11,0,0,0.0,3278.292,81,0
4744,Montenegro,65,MNE,69,1,0,0.0,628.062,116,73
4745,Montserrat,65,MSR,5,0,0,0.0,4.999,138,0
4746,Morocco,65,MAR,275,11,8,0.0,36910.558,89,56
4747,Mozambique,65,MOZ,7,0,0,0.0,31255.435,54,0
4748,Myanmar,65,MMR,5,0,0,0.0,54409.794,45,0
4749,Namibia,65,NAM,8,0,2,0.0,2540.916,80,0
4750,Nepal,65,NPL,3,0,1,0.0,29136.808,46,0
